본부,사업분야,HJCD,현장명,공무,준공일자,UPGJ,GJSEQ,업체코드,최종차수,계약번호,업체명,업체공종,최종실행금액,품의포함실행,최종계약_공급가액,낙찰율,품의포함_낙찰율,기성지급액,기성집행율,계약잔여일수,정산합의서상태2,정산합의사유(합의부도타절등)
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,1010,01,13523,01,1010-01-13523-01,(주)포스코에이앤씨건축사사무소,1010-OPEN 기타,"   9,316,191,932","  11,485,815,000","  11,465,591,000",123.07,99.82,"   3,831,381,000",33.42,79, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,1012,01,04717,02,1012-01-04717-02,대산산업(주),1012-가설펜스공사,               0,"      35,302,000","      34,546,000",,97.86,"      23,919,000",69.24,171, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,1013,01,00100,02,1013-01-00100-02,대하산업개발(주),1013-가설용수공사,"      19,372,000","      38,228,000","      38,228,000",197.34,100,               0,0,201, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,2090,01,98511,00,2090-01-98511-00,(주)장원조경,2090-조경공사,"   1,091,846,810","   1,121,003,810","   1,075,066,000",98.46,95.9,               0,0,293, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3020,02,11354,04,3020-02-11354-04,(주)토림건설,3020-건축토공사,               0,"     133,724,000","     109,262,000",,81.71,"     109,262,000",100, ,정산합의완료,합의
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3020,03,11354,01,3020-03-11354-01,(주)토림건설,3020-건축토공사,               0,"       3,415,000","       3,415,000",,100,"       3,415,000",100, ,정산합의완료,타절
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3022,02,91167,01,3022-02-91167-01,산하건설(주),3022-파일공사,"     221,990,600","     263,915,100","     258,793,100",116.58,98.06,"     258,793,100",100, ,정산합의완료,합의
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3030,02,15399,00,3030-02-15399-00,(주)보은건설,3030-철근콘크리트공사,               0,"   1,370,480,000","   1,370,480,000",,100,"   1,013,185,200",73.93,79, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3060,01,18826,00,3060-01-18826-00,(주)에스비공영,3060-습식공사,"     261,354,025","     261,354,025","     383,584,000",146.77,146.77,"      20,353,000",5.31,293, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3121,01,18770,00,3121-01-18770-00,(주)세일,3121-목창호공사,"       1,309,000","      13,531,320","      19,596,000",1497.02,144.82,               0,0,232, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,3340,01,15529,00,3340-01-15529-00,(주)바우텍,3340-기능성도어공사,"       2,786,000","      34,974,526","      28,761,000",1032.34,82.23,               0,0,293, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,4220,01,09222,02,4220-01-09222-02,(주)기전사,4220-가설전기공사,               0,"      83,451,000","      83,451,000",,100,"      26,175,000",31.37,206, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,4260,01,01567,01,4260-01-01567-01,자이에스앤디(주),4260-통신공사,               0,"      10,180,000","      10,180,000",,100,"       6,920,000",67.98,293, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,5000,02,85707,01,5000-02-85707-01,우양기건(주),5000-설비공사,"     632,132,190","     669,974,190","     808,992,000",127.98,120.75,               0,0,293, ,
건축.주택,주택,201320,(구)인천신문아파트건설공사(인천),김민재 전임,2024-12-04,5170,01,98599,02,5170-01-98599-02,명성엔지니어링(주),5170-가설지하수공사,"      29,344,000","      33,279,000","      33,147,000",112.96,99.6,"      33,147,000",100, ,정산합의완료,합의
그린,전력제어,230720,500kVHVDC동해안~신가평송전선로건설공사(경북),   ,2028-12-31,1011,01,96540,00,1011-01-96540-00,(주)삼우이앤아이,1011-가설사무실공사,               0,"     170,196,000","     170,196,000",,100,               0,0,1754, ,
그린,전력제어,230720,500kVHVDC동해안~신가평송전선로건설공사(경북),   ,2028-12-31,1012,01,04717,00,1012-01-04717-00,대산산업(주),1012-가설펜스공사,               0,"       8,550,000","       8,550,000",,100,               0,0,1754, ,
그린,전력제어,230720,500kVHVDC동해안~신가평송전선로건설공사(경북),   ,2028-12-31,4220,01,89061,00,4220-01-89061-00,(주)상신,4220-가설전기공사,               0,"      48,763,000","      48,763,000",,100,               0,0,1754, ,
플랜트,플랜트,230530,EVERGREEN Feed & Utility Project(전남),박형문 책임,2025-04-30,1012,01,04717,00,1012-01-04717-00,대산산업(주),1012-가설펜스공사,               0,"      96,000,000","      96,000,000",,100,"       7,000,000",7.29,413, ,
플랜트,플랜트,230530,EVERGREEN Feed & Utility Project(전남),박형문 책임,2025-04-30,3020,01,16553,00,3020-01-16553-00,(주)미래종합건설,3020-건축토공사,               0,"   3,187,400,000","   3,187,400,000",,100,               0,0,413, ,
플랜트,플랜트,230530,EVERGREEN Feed & Utility Project(전남),박형문 책임,2025-04-30,3020,02,04632,00,3020-02-04632-00,(주)대도엔지니어링,3020-건축토공사,               0,"   3,411,000,000","   3,411,000,000",,100,"      82,700,000",2.42,413, ,
플랜트,플랜트,230530,EVERGREEN Feed & Utility Project(전남),박형문 책임,2025-04-30,3022,01,20009,00,3022-01-20009-00,(주)비에스건설,3022-파일공사,               0,"     951,600,000","     951,600,000",,100,"     251,200,000",26.4,48, ,
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,01,99763,06,1010-01-99763-06,(주)청조이엔씨,1010-OPEN 기타,"     372,847,307","     386,909,000","     386,909,000",103.77,100,"     386,909,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,02,91010,05,1010-02-91010-05,(주)토방건설,1010-OPEN 기타,"     348,638,593","     378,679,000","     378,679,000",108.62,100,"     378,679,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,05,91010,14,1010-05-91010-14,(주)토방건설,1010-OPEN 기타,"   2,738,721,783","   2,738,839,000","   2,738,839,000",100,100,"   2,738,839,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,06,99763,13,1010-06-99763-13,(주)청조이엔씨,1010-OPEN 기타,"   1,423,842,775","   1,427,900,000","   1,427,900,000",100.28,100,"   1,427,900,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,07,99763,10,1010-07-99763-10,(주)청조이엔씨,1010-OPEN 기타,"     423,135,481","     423,149,000","     423,149,000",100,100,"     423,149,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,08,91010,08,1010-08-91010-08,(주)토방건설,1010-OPEN 기타,"     194,473,280","     194,489,000","     194,489,000",100.01,100,"     194,489,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1010,09,21554,02,1010-09-21554-02,엔에이치에스엔지니어링(주),1010-OPEN 기타,"   1,120,583,424","   1,177,000,000","   1,177,000,000",105.03,100,"   1,177,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,1130,01,91010,04,1130-01-91010-04,(주)토방건설,1130-마감용비계공사,"     254,705,591","     254,755,000","     254,755,000",100.02,100,"     254,755,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3020,01,21246,05,3020-01-21246-05,(주)세양건설,3020-건축토공사,"     183,174,860","     295,700,000","     295,700,000",161.43,100,"     295,700,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3060,01,83200,03,3060-01-83200-03,에이비씨상사(주),3060-습식공사,"      16,969,900","      17,000,000","      17,000,000",100.18,100,"      17,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3060,03,83200,11,3060-03-83200-11,에이비씨상사(주),3060-습식공사,"     223,016,259","     223,287,000","     223,287,000",100.12,100,"     223,287,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3071,01,14547,06,3071-01-14547-06,대선코킹(주),3071-코킹공사,"     149,768,556","     150,048,000","     150,048,000",100.19,100,"     150,048,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3071,03,14547,14,3071-03-14547-14,대선코킹(주),3071-코킹공사,"     908,864,785","     909,920,000","     909,920,000",100.12,100,"     909,920,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3071,04,14547,08,3071-04-14547-08,대선코킹(주),3071-코킹공사,"      21,162,950","      21,164,000","      21,164,000",100,100,"      21,164,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3105,01,06709,06,3105-01-06709-06,(주)한성씨알에스,3105-ACCESS FLOOR공사,"   1,389,268,863","   1,390,610,000","   1,390,610,000",100.1,100,"   1,390,610,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3105,02,06709,04,3105-02-06709-04,(주)한성씨알에스,3105-ACCESS FLOOR공사,"   2,046,891,910","   2,046,934,000","   2,046,934,000",100,100,"   2,046,934,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3105,03,06709,12,3105-03-06709-12,(주)한성씨알에스,3105-ACCESS FLOOR공사,"   6,109,267,712","   6,128,284,000","   6,128,284,000",100.31,100,"   6,128,284,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3105,04,06709,09,3105-04-06709-09,(주)한성씨알에스,3105-ACCESS FLOOR공사,"     620,342,218","     620,352,000","     620,352,000",100,100,"     620,352,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3105,05,98628,04,3105-05-98628-04,(주)해광,3105-ACCESS FLOOR공사,"     588,800,839","     588,911,000","     588,911,000",100.02,100,"     588,911,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3150,01,86819,07,3150-01-86819-07,상보건설(주),3150-일반철물공사,"     374,863,129","     375,012,000","     375,012,000",100.04,100,"     375,012,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3181,01,04705,02,3181-01-04705-02,반도엔지니어링(주),3181-철거/해체공사,"      30,298,990","      30,383,000","      30,383,000",100.28,100,"      30,383,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3181,02,14525,05,3181-02-14525-05,(주)이젠,3181-철거/해체공사,"     745,761,034","     745,813,000","     745,813,000",100.01,100,"     745,813,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3181,03,14525,03,3181-03-14525-03,(주)이젠,3181-철거/해체공사,"     192,276,100","     192,290,000","     192,290,000",100.01,100,"     192,290,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,3900,01,18879,03,3900-01-18879-03,(주)평화건설,3900-일반건설공사,"   1,385,453,770","   1,635,728,000","   1,635,728,000",118.06,100,"   1,635,728,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,4000,01,86933,05,4000-01-86933-05,제우일렉스(주),4000-전기일반공사,"     483,315,834","     524,200,000","     524,200,000",108.46,100,"     524,200,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,4000,02,86933,05,4000-02-86933-05,제우일렉스(주),4000-전기일반공사,"   1,143,822,727","   1,298,546,000","   1,298,546,000",113.53,100,"   1,298,546,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,4000,04,86933,12,4000-04-86933-12,제우일렉스(주),4000-전기일반공사,"   1,554,559,076","   1,738,265,000","   1,738,265,000",111.82,100,"   1,738,265,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,4000,05,86933,05,4000-05-86933-05,제우일렉스(주),4000-전기일반공사,"      28,054,034","      31,925,000","      31,925,000",113.8,100,"      31,925,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,4000,06,99847,04,4000-06-99847-04,세원전설(주),4000-전기일반공사,"     552,933,520","     661,834,000","     661,834,000",119.7,100,"     661,834,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5000,01,84519,09,5000-01-84519-09,(주)우진아이엔에스,5000-설비공사,"     274,825,114","     785,000,000","     785,000,000",285.64,100,"     785,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5000,02,84519,05,5000-02-84519-05,(주)우진아이엔에스,5000-설비공사,"   1,119,211,699","   1,832,600,000","   1,832,600,000",163.74,100,"   1,832,600,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5000,04,84519,13,5000-04-84519-13,(주)우진아이엔에스,5000-설비공사,"   2,270,142,711","   7,737,018,000","   7,737,018,000",340.82,100,"   7,737,018,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5000,05,84519,06,5000-05-84519-06,(주)우진아이엔에스,5000-설비공사,"      90,869,520","     250,960,000","     250,960,000",276.18,100,"     250,960,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5000,06,89097,03,5000-06-89097-03,(주)성도이엔지,5000-설비공사,"     131,474,626","     323,770,000","     323,770,000",246.26,100,"     323,770,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5060,01,97534,13,5060-01-97534-13,(주)엘지씨엔에스,5060-자동제어공사,"      45,750,406","      43,457,000","      43,457,000",94.99,100,"      43,457,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5062,02,07800,03,5062-02-07800-03,(주)로몬이엔씨,5062-T.A.B,"       2,507,354","       6,700,000","       6,700,000",267.21,100,"       6,700,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5062,04,07800,09,5062-04-07800-09,(주)로몬이엔씨,5062-T.A.B,"     125,560,983","     255,821,000","     255,821,000",203.74,100,"     255,821,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,01,89097,10,5071-01-89097-10,(주)성도이엔지,5071-클린룸설비공사,"     337,082,667","     511,200,000","     511,200,000",151.65,100,"     511,200,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,02,04022,09,5071-02-04022-09,(주)다리온,5071-클린룸설비공사,"     711,267,994","   1,096,700,000","   1,096,700,000",154.19,100,"   1,096,700,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,03,04022,07,5071-03-04022-07,(주)다리온,5071-클린룸설비공사,"   1,287,181,723","   1,237,000,000","   1,237,000,000",96.1,100,"   1,237,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,04,94520,09,5071-04-94520-09,한양이엔지(주),5071-클린룸설비공사,"     569,492,171","   2,111,000,000","   2,111,000,000",370.68,100,"   2,111,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,05,04022,04,5071-05-04022-04,(주)다리온,5071-클린룸설비공사,"   1,472,899,364","   1,452,400,000","   1,452,400,000",98.61,100,"   1,452,400,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,06,04022,04,5071-06-04022-04,(주)다리온,5071-클린룸설비공사,"   1,992,075,459","   3,404,300,000","   3,404,300,000",170.89,100,"   3,404,300,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,07,15430,04,5071-07-15430-04,(주)형원이엔지,5071-클린룸설비공사,"     819,486,904","   1,569,000,000","   1,569,000,000",191.46,100,"   1,569,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,08,15430,04,5071-08-15430-04,(주)형원이엔지,5071-클린룸설비공사,"   2,965,451,523","   3,769,400,000","   3,769,400,000",127.11,100,"   3,769,400,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,14,15430,14,5071-14-15430-14,(주)형원이엔지,5071-클린룸설비공사,"     468,927,785","   1,033,332,000","   1,033,332,000",220.36,100,"   1,033,332,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,15,04022,12,5071-15-04022-12,(주)다리온,5071-클린룸설비공사,"   2,158,346,120","   2,070,306,000","   2,070,306,000",95.92,100,"   2,070,306,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,16,15430,12,5071-16-15430-12,(주)형원이엔지,5071-클린룸설비공사,"     890,505,299","   2,309,455,000","   2,309,455,000",259.34,100,"   2,309,455,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,17,04022,14,5071-17-04022-14,(주)다리온,5071-클린룸설비공사,"   5,271,422,538","   7,524,940,000","   7,524,940,000",142.75,100,"   7,524,940,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,18,89097,04,5071-18-89097-04,(주)성도이엔지,5071-클린룸설비공사,"     348,145,080","     817,393,000","     817,393,000",234.79,100,"     817,393,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,19,89097,13,5071-19-89097-13,(주)성도이엔지,5071-클린룸설비공사,"   1,063,057,642","   3,323,308,000","   3,323,308,000",312.62,100,"   3,323,308,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,20,04022,08,5071-20-04022-08,(주)다리온,5071-클린룸설비공사,"     711,989,968","     677,305,000","     677,305,000",95.13,100,"     677,305,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5071,21,04022,09,5071-21-04022-09,(주)다리온,5071-클린룸설비공사,"     706,107,641","   1,085,301,000","   1,085,301,000",153.7,100,"   1,085,301,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5072,01,00627,07,5072-01-00627-07,(주)한국이엔씨,5072-C/R  SYS.CEILING,"      73,325,833","      79,400,000","      79,400,000",108.28,100,"      79,400,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5072,02,00627,04,5072-02-00627-04,(주)한국이엔씨,5072-C/R  SYS.CEILING,"   2,365,606,939","   2,651,200,000","   2,651,200,000",112.07,100,"   2,651,200,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5072,04,00627,14,5072-04-00627-14,(주)한국이엔씨,5072-C/R  SYS.CEILING,"   4,864,817,412","   4,446,642,000","   4,446,642,000",91.4,100,"   4,446,642,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5072,05,00627,08,5072-05-00627-08,(주)한국이엔씨,5072-C/R  SYS.CEILING,"     257,374,977","     247,421,000","     247,421,000",96.13,100,"     247,421,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5073,01,99009,05,5073-01-99009-05,(주)엑사이엔씨,5073-클린룸칸막이공사,"     788,860,473","     759,000,000","     759,000,000",96.21,100,"     759,000,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5073,03,99009,11,5073-03-99009-11,(주)엑사이엔씨,5073-클린룸칸막이공사,"   3,756,576,292","   3,756,639,000","   3,756,639,000",100,100,"   3,756,639,000",100, ,정산합의완료,합의
건축.주택,건축,160550,LGD 파주P8 Capa-up C/R & Utility,황경업 책임,2024-01-31,5073,04,99009,09,5073-04-99009-09,(주)엑사이엔씨,5073-클린룸칸막이공사,"     233,134,020","     233,137,000","     233,137,000",100,100,"     233,137,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,1010,01,99763,06,1010-01-99763-06,(주)청조이엔씨,1010-OPEN 기타,"   1,513,310,792","   1,522,500,000","   1,522,500,000",100.61,100,"   1,522,500,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,1010,02,99763,09,1010-02-99763-09,(주)청조이엔씨,1010-OPEN 기타,"   1,050,062,894","   1,050,100,000","   1,050,100,000",100,100,"   1,050,100,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,1110,01,13559,03,1110-01-13559-03,(주)큐브이앤씨,1110-안전시설물공사,"     608,127,343","     598,400,000","     598,400,000",98.4,100,"     598,400,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3020,01,87065,07,3020-01-87065-07,엘티삼보(주),3020-건축토공사,"  20,403,843,457","  20,202,950,000","  20,202,950,000",99.02,100,"  20,202,950,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3020,02,21246,01,3020-02-21246-01,(주)세양건설,3020-건축토공사,"     220,661,255","     220,700,000","     220,700,000",100.02,100,"     220,700,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3030,01,93308,08,3030-01-93308-08,(주)두경산업개발,3030-철근콘크리트공사,"  24,441,852,344","  23,545,000,000","  23,545,000,000",96.33,100,"  23,545,000,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3039,01,09004,08,3039-01-09004-08,(주)경수제철건설,3039-철골공사,"   9,607,911,655","   9,135,768,359","   9,135,800,000",95.09,100,"   9,135,800,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3039,02,08688,02,3039-02-08688-02,대화중공업(주),3039-철골공사,"   5,337,560,981","   4,819,300,000","   4,819,300,000",90.29,100,"   4,819,300,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3041,01,83200,04,3041-01-83200-04,에이비씨상사(주),3041-내화단열공사,"   3,105,348,312","   2,580,000,000","   2,580,000,000",83.08,100,"   2,580,000,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3042,01,94307,05,3042-01-94307-05,(주)제일테크노스,3042-데크공사,"   1,030,091,450","   1,434,900,000","   1,434,900,000",139.3,100,"   1,434,900,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3060,01,98720,03,3060-01-98720-03,대한건축(주),3060-습식공사,"     871,796,410","   1,274,900,000","   1,274,900,000",146.24,100,"   1,274,900,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3060,02,83200,04,3060-02-83200-04,에이비씨상사(주),3060-습식공사,"   1,144,035,492","   1,206,490,000","   1,206,490,000",105.46,100,"   1,206,490,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3060,03,83200,11,3060-03-83200-11,에이비씨상사(주),3060-습식공사,"     943,292,526","     946,800,000","     946,800,000",100.37,100,"     946,800,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3070,01,03732,10,3070-01-03732-10,삼일건설기업(주),3070-방수공사,"   3,013,022,096","   3,103,400,000","   3,103,400,000",103,100,"   3,103,400,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3071,01,14547,03,3071-01-14547-03,대선코킹(주),3071-코킹공사,"     188,783,580","     188,800,000","     188,800,000",100.01,100,"     188,800,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3101,01,09292,12,3101-01-09292-12,케이에스씨산업 주식회사,3101-칸막이/경량천정공사,"   6,570,308,164","   6,855,000,000","   6,855,000,000",104.33,100,"   6,855,000,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3103,02,99009,03,3103-02-99009-03,(주)엑사이엔씨,3103-인테리어공사,"     904,371,858","     904,410,000","     904,410,000",100,100,"     904,410,000",100, ,정산합의완료,합의
건축.주택,건축,160350,LGD파주2블록부속동증축공사,강성현 책임,2024-04-30,3103,03,86765,03,3103-03-86765-03,(주)엘엑스하우시스,3103-인테리어공사,"   1,422,948,190","   1,423,000,000","   1,423,000,000",100,100,"   1,423,000,000",100, ,정산합의완료,합의
