본부,사업분야,HJCD,현장명,공무,준공일자,UPGJ,GJSEQ,업체코드,최종차수,계약번호,업체명,업체공종,최종실행금액,품의포함실행,최종계약_공급가액,낙찰율,품의포함_낙찰율,기성지급액,기성집행율,계약잔여일수,정산합의서상태2,정산합의사유(합의부도타절등)
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,1010,01,22616,01,1010-01-22616-01,더베스트테크(주),1010-OPEN 기타,               0,"     763,839,000","     794,147,000",,103.97,"     677,060,000",85.26,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,1011,01,96540,01,1011-01-96540-01,(주)삼우이앤아이,1011-가설사무실공사,               0,"     183,917,640","     183,938,000",,100.01,"     156,078,000",84.85,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,1012,01,04717,00,1012-01-04717-00,대산산업(주),1012-가설펜스공사,               0,"     415,259,500","     410,869,500",,98.94,"     235,640,000",57.35,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,1013,01,94050,00,1013-01-94050-00,(주)김앤드이,1013-가설용수공사,               0,"     145,479,000","     145,479,000",,100,               0,0,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,1014,01,06409,00,1014-01-06409-00,유덕환경(주),1014-가설정화조공사,               0,"     183,341,000","     184,102,000",,100.42,               0,0,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,1140,01,08292,00,1140-01-08292-00,시지엔지니어링(주),1140-영구배수공사,               0,"      78,458,000","      77,964,000",,99.37,"       9,424,000",12.09,293, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,3020,01,06501,03,3020-01-06501-03,(주)영신디엔씨,3020-건축토공사,               0,"   5,414,138,982","   5,371,401,000",,99.21,"   4,246,000,000",79.05,474, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,3022,01,13292,00,3022-01-13292-00,(주)충호건설,3022-파일공사,"      47,591,000","     635,351,600","     602,661,000",1266.33,94.85,"     358,880,000",59.55,232, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,3030,01,19024,00,3030-01-19024-00,(주)오주건설,3030-철근콘크리트공사,               0,"  11,833,126,000","  11,833,126,000",,100,"     108,100,000",.91,717, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,3030,02,15400,00,3030-02-15400-00,(주)아이엘이앤씨,3030-철근콘크리트공사,               0,"  14,303,240,000","  14,303,240,000",,100,"      31,476,000",.22,717, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,3042,01,16207,00,3042-01-16207-00,에스와이스틸텍(주),3042-데크공사,"      42,768,000","     579,772,500","     484,534,000",1132.94,83.57,               0,0,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,4000,01,98705,00,4000-01-98705-00,삼언전공(주),4000-전기일반공사,"   4,976,384,000","   5,298,181,000","   5,544,192,000",111.41,104.64,               0,0,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,4220,01,89061,01,4220-01-89061-01,(주)상신,4220-가설전기공사,               0,"     247,739,000","     247,739,000",,100,"     145,562,000",58.76,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,4260,01,23462,00,4260-01-23462-00,(주)퍼니포커스,4260-통신공사,               0,"      84,376,000","      84,376,000",,100,"      11,222,000",13.3,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,4260,02,09645,00,4260-02-09645-00,(주)캐스트윈,4260-통신공사,"   2,664,812,000","   2,803,480,000","   2,800,248,000",105.08,99.88,               0,0,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,5000,01,04022,00,5000-01-04022-00,(주)다리온,5000-설비공사,"   4,919,198,924","   5,168,127,924","   5,012,454,000",101.9,96.99,               0,0,839, ,
건축.주택,주택,210870,원주자이센트로(강원),전진원 책임,2026-06-30,5170,01,14612,00,5170-01-14612-00,승대지질(주),5170-가설지하수공사,               0,"      35,544,000","      35,544,000",,100,"      30,976,000",87.15,839, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1011,01,96540,00,1011-01-96540-00,(주)삼우이앤아이,1011-가설사무실공사,               0,"     130,060,000","     130,060,000",,100,"     115,000,000",88.42,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1011,02,04640,00,1011-02-04640-00,진성티에스(주),1011-가설사무실공사,"       2,673,000","      78,553,000","      73,143,000",2736.36,93.11,"      46,300,000",63.3,352, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1012,01,96540,00,1012-01-96540-00,(주)삼우이앤아이,1012-가설펜스공사,               0,"     113,550,000","     113,550,000",,100,"      93,900,000",82.69,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1013,01,00100,01,1013-01-00100-01,대하산업개발(주),1013-가설용수공사,               0,"      80,649,000","      80,649,000",,100,"      66,948,000",83.01,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1014,01,08439,01,1014-01-08439-01,(주)선양엔지니어링,1014-가설정화조공사,"     153,755,436","     153,755,436","     156,926,000",102.06,102.06,"      89,337,000",56.93,262, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1110,02,99854,01,1110-02-99854-01,(주)가온건설,1110-안전시설물공사,"      17,219,510","     351,061,250","     391,842,840",2275.57,111.62,"     267,473,003",68.26,201, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1120,01,20125,00,1120-01-20125-00,(주)뉴램건설,1120-균열보수공사,               0,"     104,227,500","     111,615,000",,107.09,"      24,936,500",22.34,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1130,01,14073,00,1130-01-14073-00,(주)하이테크알파,1130-마감용비계공사,"     550,215,600","     569,800,600","     427,336,000",77.67,75,               0,0,413, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1140,01,14535,04,1140-01-14535-04,다해이엔씨(주),1140-영구배수공사,"     102,576,000","     102,576,000","     102,448,000",99.88,99.88,"     102,448,000",100, ,정산합의완료,합의
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,1150,01,91044,00,1150-01-91044-00,엠아이티기업(주),1150-배수판공사,               0,"      61,270,200","      65,527,000",,106.95,"       5,978,000",9.12,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3020,01,93285,04,3020-01-93285-04,웅진개발(주),3020-건축토공사,"   1,368,436,500","   1,436,324,900","   1,459,787,100",106.68,101.63,"   1,322,400,000",90.59,18, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3022,01,09284,02,3022-01-09284-02,진올건설㈜,3022-파일공사,               0,"     796,412,130","     919,650,320",,115.47,"     919,650,320",100, ,정산합의완료,합의
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3030,02,06684,02,3030-02-06684-02,광용건설(합),3030-철근콘크리트공사,"  27,251,195,388","  31,745,681,015","  30,860,100,000",113.24,97.21,"  22,037,500,000",71.41,171, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3060,02,07333,01,3060-02-07333-01,거정건설(주),3060-습식공사,"   5,029,090,230","   5,029,235,330","   5,425,977,000",107.89,107.89,"     705,824,776",13.01,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3070,02,18826,02,3070-02-18826-02,(주)에스비공영,3070-방수공사,"   1,211,985,365","   1,230,549,665","   1,253,424,000",103.42,101.86,"     429,201,000",34.24,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3090,01,02758,00,3090-01-02758-00,(주)민예,3090-석공사,"   3,871,964,050","   3,871,964,050","   3,815,913,000",98.55,98.55,               0,0,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3110,01,18240,00,3110-01-18240-00,(주)은현에이엔디,3110-내장목공사,"   4,154,865,300","   4,198,880,300","   4,189,351,000",100.83,99.77,"     703,000,000",16.78,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3121,01,14048,00,3121-01-14048-00,신일아이에스(주),3121-목창호공사,"   1,554,177,300","   1,554,177,300","   1,620,140,000",104.24,104.24,"      57,630,000",3.56,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3123,01,84114,00,3123-01-84114-00,(주)남선알미늄,3123-AL창호공사,"     761,018,400","     761,018,400","     605,481,000",79.56,79.56,               0,0,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3140,01,19215,00,3140-01-19215-00,엘림피엔씨(주),3140-도장공사,"   1,346,096,700","   1,410,439,700","   1,357,426,000",100.84,96.24,"       7,022,000",.52,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3330,01,21002,00,3330-01-21002-00,(주)영풍금속,3330-난간대공사,               0,"     123,076,940","     116,630,000",,94.76,               0,0,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3340,02,16025,00,3340-02-16025-00,(주)아린엠에이치씨,3340-기능성도어공사,"     319,207,200","     319,207,200","     293,743,000",92.02,92.02,               0,0,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,3340,03,09060,00,3340-03-09060-00,(주)금강이엠씨,3340-기능성도어공사,"     830,873,000","     830,873,000","     752,326,000",90.55,90.55,"      29,710,000",3.95,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,4000,01,15357,00,4000-01-15357-00,오무전력(합),4000-전기일반공사,"   3,755,577,578","   3,755,577,578","   3,666,874,000",97.64,97.64,"   1,438,301,000",39.22,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,4220,01,23017,01,4220-01-23017-01,신천전설(주),4220-가설전기공사,               0,"     232,881,298","     232,881,298",,100,"     202,864,000",87.11,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,4260,01,01567,00,4260-01-01567-00,자이에스앤디(주),4260-통신공사,               0,"      89,110,000","      89,110,000",,100,"      52,022,000",58.38,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,4260,03,22003,00,4260-03-22003-00,(주)유앤테크,4260-통신공사,"   2,040,930,883","   2,040,930,883","   2,477,817,000",121.41,121.41,"     780,518,900",31.5,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,5000,01,14264,01,5000-01-14264-01,(주)동위,5000-설비공사,"   4,365,979,158","   4,527,654,158","   4,719,708,000",108.1,104.24,"     900,877,671",19.09,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,5060,01,21235,00,5060-01-21235-00,㈜한성이엔지,5060-자동제어공사,"     347,158,000","     347,158,000","     341,070,000",98.25,98.25,               0,0,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,5100,02,15435,01,5100-02-15435-01,가와종합건설(주),5100-GAS배관공사,"     546,956,611","     547,398,611","     573,057,000",104.77,104.69,               0,0,444, ,
건축.주택,주택,211200,원호자이더포레(경북),김승열 책임,2025-05-31,5170,01,15051,00,5170-01-15051-00,(주)샘테크,5170-가설지하수공사,               0,"      30,130,000","      30,130,000",,100,"      18,750,000",62.23,444, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,1011,03,15036,01,1011-03-15036-01,강산산업개발(주),1011-가설사무실공사,               0,"     217,397,000","     217,397,000",,100,"     192,650,700",88.62,505, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,1012,01,96540,02,1012-01-96540-02,(주)삼우이앤아이,1012-가설펜스공사,               0,"     592,357,300","     592,357,300",,100,"     547,441,900",92.42,505, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,1013,01,08009,01,1013-01-08009-01,무경설비(주),1013-가설용수공사,               0,"     110,774,000","     110,774,000",,100,"      54,210,000",48.94,505, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,3020,02,12251,04,3020-02-12251-04,(주)원창건설,3020-건축토공사,               0,"   8,900,566,076","   8,875,009,000",,99.71,"   3,743,496,600",42.18,293, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,3022,03,98702,00,3022-03-98702-00,광명건설산업(주),3022-파일공사,               0,"   1,632,467,100","   1,558,277,000",,95.46,               0,0,293, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,4220,01,89061,02,4220-01-89061-02,(주)상신,4220-가설전기공사,               0,"      13,529,000","      13,529,000",,100,"       9,875,800",73,505, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,4220,02,02716,02,4220-02-02716-02,(주)유림,4220-가설전기공사,               0,"     853,474,000","     853,474,000",,100,"     152,726,000",17.89,505, ,
건축.주택,건축,211030,위례A2-7블록아파트건설공사(경기),김동진 책임,2026-09-03,4260,01,01567,01,4260-01-01567-01,자이에스앤디(주),4260-통신공사,               0,"     100,233,500","     100,233,500",,100,"      12,373,600",12.34,505, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1012,01,04717,01,1012-01-04717-01,대산산업(주),1012-가설펜스공사,               0,"     125,732,494","     124,576,000",,99.08,"     109,316,000",87.75,717, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1013,01,08009,00,1013-01-08009-00,무경설비(주),1013-가설용수공사,               0,"      33,900,000","      33,900,000",,100,"      13,774,100",40.63,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1014,01,06409,00,1014-01-06409-00,유덕환경(주),1014-가설정화조공사,               0,"      20,142,000","      20,142,000",,100,"       9,400,000",46.67,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1110,01,10600,00,1110-01-10600-00,(주)제이앤제이세이프,1110-안전시설물공사,               0,"      69,331,600","      76,633,000",,110.53,"      43,486,000",56.75,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1120,01,20125,00,1120-01-20125-00,(주)뉴램건설,1120-균열보수공사,               0,"      30,403,000","      30,403,000",,100,               0,0,778, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1140,01,03666,00,1140-01-03666-00,디엠이엔씨(주),1140-영구배수공사,               0,"      22,092,000","      22,029,000",,99.71,"       5,120,000",23.24,262, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,1150,01,91044,00,1150-01-91044-00,엠아이티기업(주),1150-배수판공사,"      79,258,400","      79,258,400","      64,049,000",80.81,80.81,               0,0,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,3020,01,15515,05,3020-01-15515-05,주식회사 이테크건설산업,3020-건축토공사,"   7,922,166,332","   7,922,166,332","   7,937,252,000",100.19,100.19,"   7,137,972,000",89.93,444, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,3030,04,14062,01,3030-04-14062-01,(주)보미엔지니어링,3030-철근콘크리트공사,               0,"  10,966,942,323","  10,806,848,000",,98.54,"     917,450,000",8.49,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,3039,01,87163,01,3039-01-87163-01,인창기건(주),3039-철골공사,"   6,468,195,600","   7,200,748,720","   7,181,917,000",111.03,99.74,"   4,331,781,000",60.32,689, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,3042,01,98744,02,3042-01-98744-02,(주)덕신하우징,3042-데크공사,"     908,300,000","     908,300,000","   1,218,674,000",134.17,134.17,"     588,761,000",48.31,444, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,3150,01,12605,00,3150-01-12605-00,신원티앤씨(주),3150-일반철물공사,               0,"      67,512,000","      65,495,000",,97.01,"      55,400,000",84.59,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,4000,02,18830,00,4000-02-18830-00,(주)양지,4000-전기일반공사,"   1,619,099,000","   1,619,099,000","   1,921,115,000",118.65,118.65,"      55,200,000",2.87,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,4220,01,05016,01,4220-01-05016-01,(주)신세계전기,4220-가설전기공사,               0,"      97,816,000","      97,816,000",,100,"      59,350,000",60.68,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,4260,01,01567,01,4260-01-01567-01,자이에스앤디(주),4260-통신공사,               0,"      63,459,000","      63,459,000",,100,"      32,738,000",51.59,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,4260,02,09645,00,4260-02-09645-00,(주)캐스트윈,4260-통신공사,"   1,019,988,000","   1,019,988,000","   1,017,450,000",99.75,99.75,"      20,500,000",2.01,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,5000,02,17234,00,5000-02-17234-00,(주)일우엠이씨,5000-설비공사,,"   2,533,327,630",,,,"      60,000,000",,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,5060,01,01740,00,5060-01-01740-00,하나이앤지(주),5060-자동제어공사,"     340,442,363","     352,721,363","     305,929,000",89.86,86.73,               0,0,809, ,
건축.주택,주택,220230,은평자이더스타(서울),주지혁 책임,2026-05-31,5111,01,94057,00,5111-01-94057-00,남진공영(주),5111-오폐수정화조공사,"     202,047,500","     202,047,500","     196,584,000",97.3,97.3,               0,0,809, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1011,01,16343,01,1011-01-16343-01,제일구조(주),1011-가설사무실공사,               0,"     212,555,791","     212,191,000",,99.83,"     197,249,000",92.96,597, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1012,01,96540,01,1012-01-96540-01,(주)삼우이앤아이,1012-가설펜스공사,               0,"     159,234,421","     159,153,000",,99.95,"      58,834,236",36.97,597, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1013,01,08009,00,1013-01-08009-00,무경설비(주),1013-가설용수공사,               0,"     118,240,000","     118,240,000",,100,"      60,700,000",51.34,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1110,02,08556,01,1110-02-08556-01,(주)유세이프,1110-안전시설물공사,"     534,878,681","     534,878,681","     532,274,000",99.51,99.51,"     142,500,000",26.77,383, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1120,02,97507,00,1120-02-97507-00,(주)루아이앤씨,1120-균열보수공사,               0,"     172,230,500","     178,941,000",,103.9,"      46,823,000",26.17,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1140,01,03820,01,1140-01-03820-01,(주)시그마기술이엔지,1140-영구배수공사,               0,"     160,815,000","     158,885,000",,98.8,"     140,159,000",88.21,79, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,1150,01,91044,00,1150-01-91044-00,엠아이티기업(주),1150-배수판공사,               0,"      89,343,400","      90,733,000",,101.56,"       5,230,000",5.76,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,2080,02,09651,00,2080-02-09651-00,(주)지성이씨에스,2080-보강토옹벽공사,               0,"     961,766,000","     925,176,000",,96.2,"     377,400,000",40.79,444, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3020,01,06501,03,3020-01-06501-03,(주)영신디엔씨,3020-건축토공사,"   7,203,547,386","   7,420,199,102","   7,425,752,000",103.08,100.07,"   6,664,590,000",89.75,262, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3022,01,10213,01,3022-01-10213-01,청오기초건설(주),3022-파일공사,               0,"   1,703,911,835","   1,408,854,821",,82.68,"   1,408,854,821",100, ,정산합의완료,합의
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3022,02,17606,03,3022-02-17606-03,케이에이치건설 주식회사,3022-파일공사,               0,"     679,209,900","     669,075,000",,98.51,"     462,250,000",69.09,109, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3030,01,17334,01,3030-01-17334-01,(주)우설건설,3030-철근콘크리트공사,"  28,813,682,080","  20,616,555,000","  32,974,878,000",114.44,159.94,"  14,738,173,000",44.7,505, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3030,02,17002,01,3030-02-17002-01,(주)서원토건,3030-철근콘크리트공사,"  26,676,199,398","  17,893,919,000","  26,478,850,000",99.26,147.98,"  16,506,423,000",62.34,505, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3060,03,08003,00,3060-03-08003-00,다인공영(주),3060-습식공사,"   2,072,475,537","   1,552,032,130","   2,353,950,000",113.58,151.67,"      50,780,000",2.16,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3060,04,98720,00,3060-04-98720-00,대한건축(주),3060-습식공사,"   1,604,496,744","   1,127,938,279","   1,855,980,000",115.67,164.55,"      40,910,000",2.2,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3060,07,08275,00,3060-07-08275-00,화승토건(주),3060-습식공사,"   2,088,334,300","   2,088,334,300","   2,140,971,000",102.52,102.52,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3060,08,83171,00,3060-08-83171-00,세우건업(주),3060-습식공사,"   1,359,318,600","   1,359,318,600","   1,465,434,000",107.81,107.81,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3070,02,09588,00,3070-02-09588-00,(주)해원이엔씨,3070-방수공사,"   2,205,184,088","   1,427,960,465","   2,308,800,000",104.7,161.69,"     205,150,000",8.89,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3110,04,18240,00,3110-04-18240-00,(주)은현에이엔디,3110-내장목공사,               0,"   2,310,836,100","   2,848,875,000",,123.28,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3110,05,15009,00,3110-05-15009-00,우림아이앤씨(주),3110-내장목공사,               0,"   3,264,986,100","   3,901,054,000",,119.48,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3121,01,07554,00,3121-01-07554-00,동화케이팀(주),3121-목창호공사,"      57,383,000","   1,033,644,000","   1,054,780,000",1838.14,102.04,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3121,02,13057,00,3121-02-13057-00,양지산업개발(주),3121-목창호공사,               0,"     663,213,160","     726,436,000",,109.53,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3330,01,96578,00,3330-01-96578-00,협선물산(주),3330-난간대공사,               0,"     633,552,400","     591,154,000",,93.31,"      10,950,000",1.85,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3340,01,17361,00,3340-01-17361-00,(주)세한프레시젼,3340-기능성도어공사,"     192,089,000","     192,089,000","     193,859,000",100.92,100.92,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,3340,02,04009,00,3340-02-04009-00,(주)신흥강판,3340-기능성도어공사,"   1,423,602,000","   1,423,602,000","   1,354,659,000",95.16,95.16,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,4000,01,23471,00,4000-01-23471-00,(주)홍우,4000-전기일반공사,"   6,833,560,934","   6,833,560,934","   6,501,557,000",95.14,95.14,"     722,025,000",11.11,624, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,4220,01,05016,01,4220-01-05016-01,(주)신세계전기,4220-가설전기공사,               0,"     439,215,000","     439,215,000",,100,"     364,116,000",82.9,367, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,4260,01,01567,00,4260-01-01567-00,자이에스앤디(주),4260-통신공사,               0,"     140,361,000","     140,361,000",,100,"      60,640,000",43.2,624, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,4260,03,16370,00,4260-03-16370-00,(주)한영씨앤이,4260-통신공사,"   3,634,928,100","   3,634,928,100","   4,038,395,000",111.1,111.1,"     358,750,000",8.88,624, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,5000,03,96549,00,5000-03-96549-00,㈜대청엔지니어링,5000-설비공사,,"   7,102,851,417",,,,"     712,100,000",,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,5100,02,20511,00,5100-02-20511-00,(주)화련산업,5100-GAS배관공사,"   1,113,085,286","   1,113,085,286","   1,125,597,000",101.12,101.12,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,5111,01,06409,00,5111-01-06409-00,유덕환경(주),5111-오폐수정화조공사,"     220,517,000","     220,517,000","     216,079,000",97.99,97.99,               0,0,627, ,
건축.주택,주택,220040,음성자이센트럴시티(충북),최진만 책임,2025-11-27,5170,01,15051,00,5170-01-15051-00,(주)샘테크,5170-가설지하수공사,               0,"      42,544,000","      42,544,000",,100,"      32,100,000",75.45,627, ,
건축.주택,주택,200130,의정부역스카이자이(경기),최재영 책임,2024-08-31,1010,01,20508,00,1010-01-20508-00,대림바토스(주),1010-OPEN 기타,,"   1,125,476,000",,,,"     761,511,000",,48, ,
건축.주택,주택,200130,의정부역스카이자이(경기),최재영 책임,2024-08-31,1010,02,20237,02,1010-02-20237-02,(주)수성전기,1010-OPEN 기타,"      10,829,000","      10,829,000","      10,533,000",97.27,97.27,"      10,533,000",100, ,정산합의완료,합의
건축.주택,주택,200130,의정부역스카이자이(경기),최재영 책임,2024-08-31,1010,04,21531,01,1010-04-21531-01,(주)두홍건설,1010-OPEN 기타,"     488,321,600","     600,612,800","     685,461,000",140.37,114.13,"     584,200,000",85.23,79, ,
건축.주택,주택,200130,의정부역스카이자이(경기),최재영 책임,2024-08-31,1011,02,15036,01,1011-02-15036-01,강산산업개발(주),1011-가설사무실공사,"       9,539,116","      20,271,200","      28,560,000",299.4,140.89,"      21,764,000",76.2,171, ,
건축.주택,주택,200130,의정부역스카이자이(경기),최재영 책임,2024-08-31,1012,01,07657,01,1012-01-07657-01,탑이엔씨(주),1012-가설펜스공사,               0,"     108,594,800","     104,831,500",,96.53,"      87,506,000",83.47,48, ,
건축.주택,주택,200130,의정부역스카이자이(경기),최재영 책임,2024-08-31,1013,01,14050,01,1013-01-14050-01,예성이엠씨(주),1013-가설용수공사,"       9,696,409","      11,586,970","      11,666,000",120.31,100.68,"       7,954,000",68.18,48, ,
